OP_CODIGO,OP_AMBITO,OP_NOMBRE,OP_SIGLAS,ANIO
696.0,CANTONAL,LA TRONCAL EMPRENDE,PSE/MDSI/MNP,2019
697.0,PARROQUIAL,ALIANZA UNIDAD PARROQUIAL URDANETA,PSE/MUPP/MPAIS,2019
698.0,CANTONAL,POR LA JUSTICIA Y EQUIDAD SOCIAL EN EL CANTON PUTUMAYO,MPAIS/PSE,2019
699.0,CANTONAL,70 MAR RENACE ATAHUALPA,MAR/MRA,2019
701.0,PROVINCIAL,ALIANZA PUEBLO JAMA - MOVIMIENTO UNIDAD POPULAR - LISTAS 2 Y MOVIMIENTO SOCIALISTA ECUATORIANO LISTA 17,UP/PSE,2019
702.0,CANTONAL,ALIANZA DEMOCRATICA SI-MAR LISTA 20/70,MDSI/MAR,2019
703.0,PROVINCIAL,ALIANZA ACUERDO POR EL AZUAY,MPAIS/PSE,2019
704.0,PROVINCIAL,UNIDAD 20/100,MDSI/MC,2019
705.0,CANTONAL,UNIDAD 20/100/102/103,MDSI/MC/M5F/WOH,2019
706.0,CANTONAL,ALIANZA CENTRO DEMOCRATICO Y ALIANZA PAIS,CD/MPAIS,2019
707.0,CANTONAL,DEMOCRACIA SI Y ALIANZA PAIS,MDSI/MPAIS,2019
708.0,CANTONAL,ALIANZA PARTIDO SOCIALISTA DEMOCRACIA SI Y ALIANZA PAIS LISTA 17-20-35,PSE/MDSI/MPAIS,2019
709.0,PROVINCIAL,ALIANZA,MPCNG/PSC,2019
710.0,PROVINCIAL,ALIANZA CHIMBORAZO PRIMERO,MEU/PSC/MPR/MPAY,2019
711.0,PROVINCIAL,ALIANZA POR LA UNIDAD MANABITA PARTIDO SOCIAL CRISTIANO LISTAS 6 - MOVIMIENTO UNIDAD PRIMERO LISTAS 65,PSC/MPUP,2019
712.0,PROVINCIAL,ALIANZA JUNTOS POR JIPIJAPA - MOVIMIENTO CREO LISTAS 21 - MOVIMIENTO UNIDAD POPULAR LISTAS 2,CREO/UP,2019
713.0,PROVINCIAL,ALIANZA POR EL DESARROLLO DE MANABI - MOVIMIENTO AVANZA LISTAS 8 - MOVIMIENTO JUSTICIA SOCIAL LISTA 11 - MOVIMIENTO MACHETE LISTAS 61,PPA/MJS/MACHETE,2019
716.0,CANTONAL,ALIANZA UNIDAD Y PROGRESO RUMINAHUI,UP/MUPP,2019
717.0,CANTONAL,ALIANZA PUYANGO UNIDOS,CD/PSE,2019
718.0,CANTONAL,ALIANZA SUMANDO CONCIENCIA,MC/SUMA,2019
719.0,CANTONAL,JSC - PSC,MJSC/PSC,2019
720.0,PROVINCIAL,ALIANZA CHIMBORAZO 18-20-35,MUPP/MDSI/MPAIS,2019
721.0,CANTONAL,ALIANZA ELECTORAL - PARTIDO SOCIAL CRISTIANO LISTA 6 - UNIDAD PRIMERO LISTA 65 - MOVIMIENTO CAMINO LISTA 105,PSC/MPUP/CAMINO,2019
722.0,PARROQUIAL,ALIANZA CREO - SI PODEMOS - CAMINEMOS - INTEGRACION JUVENTUD - LISTAS 21 - 72 - 125 - 152,CREO/MSP/MC/MIJ,2019
724.0,CANTONAL,ALIANZA POR EL PROGRESO DE BOLIVAR - PARTIDO SOCIAL CRISTIANO LISTAS 6 - MOVIMIENTO CANTONAL RENOVACION,PSC/MR,2019
725.0,PROVINCIAL,ALIANZA PROGRESISTA DE CHIMBORAZO 2-12-33,UP/ID/MNP,2019
726.0,PROVINCIAL,ALIANZA UNIDAD CIUDADANA 4/35,MEU/MPAIS,2019
727.0,CANTONAL,ALIANZA UNIDAD CIUDADANA PANGUENSE LISTA 17/35,PSE/MPAIS,2019
728.0,CANTONAL,ALIANZA UNIDOS POR GUANO,MJS/PSC/MEU,2019
729.0,CANTONAL,ALIANZA POR EL DESARROLLO DE MANTA - PARTIDO SOCIAL CRISTIANO LISTAS 6 - MOVIMIENTO UNIDAD PRIMERO LISTAS 65 - MOVIMIENTO CANTONAL NUEVO RUMBO LISTAS 111,PSC/MPUP/MNR,2019
730.0,PROVINCIAL,ALIANZA UNIDAD CIUDADANA COTOPAXENSE,MEU/PSE/MPAIS,2019
731.0,PROVINCIAL,ALIANZA AVANCEMOS YA,PPA/PSE/UE,2019
732.0,PROVINCIAL,ALIANZA OPORTUNIDAD Y CAMBIO - MOVIMIENTO MEJOR LISTAS 100 - MOVIMIENTO ALIANZA PAIS LISTAS 35 - MOVIMIENTO DEMOCRACIA SI LISTAS 20 - MOVIMIENTO CENTRO DEMOCRATICO LISTAS 1 - PARTIDO SOCIALISTA ECUATORIANA LISTAS 17,MPAIS/CD/PSE/MDSI/MEJOR,2019
733.0,CANTONAL,ALIANZA AVANZA 8 - UNIDAD POPULAR 2,PPA/UP,2019
734.0,CANTONAL,ALIANZA CREO - SI PODEMOS- JUNIDOS LISTAS - 21-72-123,CREO/MSP/MJ,2019
735.0,PROVINCIAL,ALIANZA POR EL CAMBIO - PARTIDO POLITICO IZQUIERDA DEMOCRATICA LISTAS 12 - MOVIMIENTO PODEMOS LISTAS 33,ID/MNP,2019
736.0,CANTONAL,ALIANZA PUERTO QUITO UNIDO POR EL DESARROLLO,ID/PSE/MDSI,2019
737.0,CANTONAL,ALIANZA POR EL DESARROLLO DE ROCAFUERTE - PARTIDO SOCIAL CRISTIANO LISTAS 6 - MOVIMIENTO UNIDAD PRIMERO LISTAS 65 - MOVIMIENTO CANTONAL NUEVA VISION LISTAS 109,PSC/MPUP/MNV,2019
738.0,CANTONAL,ALIANZA EL TRABAJO CONTINUA,CREO/ATI,2019
739.0,CANTONAL,UNION LEALTAD Y VICTORIA,MPAIS/MPMI/MNP,2019
740.0,CANTONAL,ALIANZA DEMOCRATICA SALITRE,CD/MEU/MDSI/MPAIS,2019
741.0,CANTONAL,CREO - MST,CREO/MST,2019
742.0,CANTONAL,POR EL PROGRESO DEL CANTON,MPAIS/MSUR,2019
745.0,CANTONAL,POR EL PROGRESO DEL CANTON,MPAIS/MSUR,2019
747.0,CANTONAL,PSE-MAR-LISTA 17-70,PSE/MAR,2019
748.0,PROVINCIAL,ALIANZA AZUAY EL FUTURO QUE SONAMOS,MEU/MDSI,2019
749.0,PROVINCIAL,ALIANZA DEMOCRATICA CAMBIO Y PROGRESO PARA SUCUMBIOS,CD/UP/FE/CREO/MC,2019
750.0,PROVINCIAL,ALIANZA JUSTICIA CON CONCIENCIA CIUDADANA,MJS/MPCD,2019
751.0,PROVINCIAL,ALIANZA TODOS SOMOS MORONA SANTIAGO,PPA/UE/MDSI,2019
752.0,CANTONAL,POR UN BABAHOYO MEJOR,MPAIS/MRB/CD,2019
753.0,CANTONAL,ALIANZA CENTRO DEMOCRATICO Y DEMOCRACIA SI,CD/MDSI,2019
754.0,CANTONAL,ALIANZA POR UN PAUTE DIFERENTE,MPCD/PSE,2019
756.0,CANTONAL,ALIANZA SI PODEMOS LISTAS 72 - MOVIMIENTO SUPERACION CIUDADANO SUCRE LISTAS 102,MSP/SUCRE,2019
759.0,CANTONAL,FE-MBRF,FE/MBRF,2019
760.0,PROVINCIAL,MACHALA PARA TODOS,CD/LEP/PSE/MDSI/MPAIS/MSUR,2019
761.0,CANTONAL,ALIANZA VAMOS JUNTOS POR PIMAMPIRO,MC/MJ,2019
762.0,PROVINCIAL,ALIANZA POR UNA LOJA DE OPORTUNIDADES,PSC/SUMA/MC,2019
763.0,CANTONAL,ALIANZA JUNTOS SI PODEMOS,MNP/CD,2019
764.0,CANTONAL,ALIANZA POR UNA NUEVA LOJA,APLA/UP,2019
765.0,CANTONAL,ALIANZA CATAMAYO PROGRESA,CREO/MFC,2019
766.0,CANTONAL,ALIANZA SIEMPRE POR PIMAMPIRO,CD/MPAIS,2019
767.0,CANTONAL,ALIANZA JUNTOS POR EL CAMBIO YA,UP/PSE/MJ,2019
768.0,CANTONAL,ALIANZA JUNTOS POR ANTONIO ANTE,PSE/MJ,2019
769.0,CANTONAL,FE MAR,FE/MAR,2019
770.0,CANTONAL,CENTRO DEMOCRATICO - DEMOCRACIA SI,CD/MDSI,2019
771.0,PROVINCIAL,ALIANZA UNIDAD PARA EL CAMBIO,UP/ID,2019
772.0,PROVINCIAL,ALIANZA UNIDOS SOMOS UNO,CD/MNP/MEU,2019
773.0,CANTONAL,ALIANZA PAIS LISTA 35 MINGA LISTA 104,MPAIS/MM,2019
775.0,CANTONAL,SUR UNIDO,MEU/MSUR,2019
777.0,CANTONAL,ALIANZA MOVIMIENTO CREO LISTAS 21 - MOVIMIENTO SI PODEMOS LISTAS 72 - MOVIMIENTO CAMINEMOS LISTAS 125,CREO/MSP/MC,2019
778.0,CANTONAL,ALIANZA JUNTOS POR LITA,UP/PSE/MUPP/MJ,2019
782.0,PROVINCIAL,ALIANZA JUNTOS POR EL CAMBIO,UP/PSE/MUPP/MPAIS/MJ,2019
783.0,CANTONAL,MOVIMIENTO NACIONAL CENTRO DEMOCRATICO LISTA 1 - PARTIDO SOCIALISTA LISTA 17,CD/PSE,2019
784.0,PARROQUIAL,ALIANZA MALACATOS SOMOS TODOS,MPVEP/MPAIS,2019
785.0,CANTONAL,CENTRO DEMOCRATICO-SUR,CD/MSUR/PSE,2019
786.0,CANTONAL,CENTRO DEMOCRATICO-SUR,CD/MSUR/PSE,2019
787.0,PROVINCIAL,ACUERDO CIUDADANO,CD/MUPP/CREO/MC,2019
788.0,PROVINCIAL,EL ORO PRIMERO,CD/MDSI/MPAIS/MSUR,2019
789.0,CANTONAL,ALIANZA CREO-UNION ECUATORIANA-PODEMOS,CREO/UE/MNP,2019
790.0,CANTONAL,VAMOS CON TODO ATAHUALPA,MEU/MPAIS/MSUR,2019
796.0,CANTONAL,MOVIMIENTO LIBERTAD ES PUEBLO LISTAS 9 Y MOVIMIENTO ECUATORIANO UNIDO 4 Y CENTRO DEMOCRATICO LISTAS 1,LEP/MEU/CD,2019
799.0,CANTONAL,POR UNA PROVINCIA PRODUCTIVA 2-12,UP/ID,2019
800.0,CANTONAL,POR UNA PROVINCIA PRODUCTIVA 2-12,UP/ID,2019
801.0,PROVINCIAL,ALIANZA SI PODEMOS CON FE,FE/MDSI/MNP,2019
802.0,PROVINCIAL,UNIDAD DEMOCRATICA TSACHILA,ID/MPAT,2019
803.0,PROVINCIAL,ALIANZA POR EL DESARROLLO DE MANABI - MOVIMIENTO AVANZA LISTAS 8 - PARTIDO IZQUIERDA DEMOCRATICA LISTAS 12 - MOVIMIENTO JUSTICIA SOCIAL LISTA 11 - MOVIMIENTO DE ACCION CIVICA DE HOMBRE Y MUJERES POR LA ETICA EL TRABAJO Y LA EQUIDAD MACHETE LISTAS 61,PPA/MJS/ID/MACHETE,2019
804.0,CANTONAL,ALIANZA MOVIMIENTO SI PODEMOS LSITAS 72 - MOVIMIENTO EXUD LISTAS 120,MSP/EXU-D,2019
805.0,PROVINCIAL,ALIANZA UNETE AL CAMBIO,MEU/PPA/MUPP/MPCD,2019
806.0,CANTONAL,ALIANZA POR EL CAMBIO DE MONTECRISTI - PARTIDO POLITICO AVANZA LISTAS 8 - PARTIDO POLITICO IZQUIERDA DEMOCRATICA LISTAS 12,PPA/ID,2019
807.0,PROVINCIAL,ALIANZA LOJA PROGRESA,CREO/MCUP/PAEA/UE/MNP,2019
808.0,PROVINCIAL,VAMOS POR EL CAMBIO QUE SUCUMBIOS NECESITA,CD/FE/CREO/MC,2019
809.0,CANTONAL,ALIANZA PROGRAMATICA Y DE PARTICIPACION ELECTORAL,MPAIS/PSE/MEJOR,2019
810.0,CANTONAL,ALIANZA OPORTUNIDAD Y CAMBIO EXCEPCION 17-20,MPAIS/CD/MEJOR,2019
811.0,CANTONAL,ALIANZA OPORTUNIDAD Y CAMBIO EXCEPCION 17-20,MPAIS/CD/MEJOR,2019
814.0,CANTONAL,ALIANZA OPORTUNIDAD Y CAMBIO EXCEPCION 17,MPAIS/CD/MDSI/MEJOR,2019
815.0,CANTONAL,ALIANZA OPORTUNIDAD Y CAMBIO EXCEPCION 17,MPAIS/CD/MDSI/MEJOR,2019
818.0,CANTONAL,ALIANZA OPORTUNIDAD Y CAMBIO EXCEPCION 20,MPAIS/CD/PSE/MEJOR,2019
819.0,CANTONAL,ALIANZA OPORTUNIDAD Y CAMBIO EXCEPCION 20,MPAIS/CD/PSE/MEJOR,2019
1.0,CANTONAL,MOVIMIENTO PROGRESO PARA PINAS,P.P.P.,2023
2.0,CANTONAL,MOVIMIENTO ESPERANZA POR UN CANTON PROSPERO MECP,MECP,2023
3.0,CANTONAL,MOVIMIENTO NUESTRA LLACTA,SIN SIGLAS,2023
4.0,CANTONAL,MOVIMIENTO ESPINDOLA UNIDA,SIN SIGLAS,2023
5.0,PROVINCIAL,MOVIMIENTO POLITICO UNIDOS POR PASTAZA,M.P.U.P.,2023
6.0,CANTONAL,MOVIMIENTO POLITICO  FRENTE DE UNIDAD SALINENSE,F.U.S.,2023
7.0,NACIONAL,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,MUPP,2023
8.0,PARROQUIAL,MOVIMIENTO INDEPENDIENTE TRIUNFO UNIDO,TU,2023
9.0,PROVINCIAL,MOVIMIENTO POLITICO RENOVACION,MR,2023
10.0,CANTONAL,MOVIMIENTO INDEPENDIENTE PROGRESISTA PASAJE,MIP PASAJE,2023
11.0,CANTONAL,MOVIMIENTO ACCION SOCIAL,MAS,2023
12.0,CANTONAL,MOVIMIENTO PROGRESISTA POR EL CAMBIO Y LA NUEVA DEMOCRACIA,MPC,2023
13.0,CANTONAL,MOVIMIENTO ALIANZA FRONTERIZA,MAF,2023
14.0,CANTONAL,MOVIMIENTO POLITICO CANTONAL SALCEDENSES  EN ACCION,S.E.A,2023
15.0,CANTONAL,"MOVIMIENTO VIVIR BIEN, ALLY KAWSAY",VB,2023
16.0,PROVINCIAL,MOVIMIENTO POLITICO AMAUTA YUYAY,M.I.A.Y.,2023
17.0,PROVINCIAL,MOVIMIENTO TIEMPO DE CAMBIO,SIN SIGLAS,2023
18.0,NACIONAL,MOVIMIENTO CONSTRUYE,CONSTRUYE,2023
19.0,PROVINCIAL,MOVIMIENTO DEL PUEBLO,MP,2023
20.0,CANTONAL,MOVIMIENTO DE UNIDAD CANTONAL BANDOLA VIVE,SIN SIGLAS,2023
21.0,CANTONAL,MOVIMIENTO POLITICO UNIDAD PROGRESISTA,M.P.U.P,2023
22.0,CANTONAL,"MOVIMIENTO CAMBIO, INTEGRIDAD Y ORDEN, CAMINO",CAMINO,2023
23.0,CANTONAL,MOVIMIENTO IZQUIERDISTA MACARENO,MIM,2023
24.0,CANTONAL,MOVIMIENTO FUERZA CATAMAYO,FC,2023
25.0,CANTONAL,MOVIMIENTO CATAMAYO UNIDO,SIN SIGLAS,2023
26.0,CANTONAL,MOVIMIENTO 5 DE FEBRERO,M-5F,2023
27.0,PARROQUIAL,"MOVIMIENTO SOLO UNIDOS AVANZAMOS AL PROGRESO, MSUAP",M.S.U.A.P.,2023
28.0,CANTONAL,MOVIMIENTO PUEBLO NUEVO DE CORAZON,SIN SIGLAS,2023
29.0,PARROQUIAL,MOVIMIENTO REGENERACION DEMOCRATICA - REDE,REDE,2023
30.0,CANTONAL,"MOVIMIENTO AUTONOMO REVOLUCIONARIO, MAR",MAR,2023
31.0,CANTONAL,MOVIMIENTO BOLIVARIANO RESTAURACION FRONTERIZA,MB RF,2023
32.0,NACIONAL,PARTIDO SOCIAL CRISTIANO,PSC,2023
33.0,PROVINCIAL,"MOVIMIENTO ACCION REGIONAL POR LA  EQUIDAD, ARE",ARE,2023
34.0,NACIONAL,PARTIDO SOCIEDAD PATRIOTICA  21 DE ENERO,PSP,2023
35.0,PROVINCIAL,"MOVIMIENTO  AUTONOMICO REGIONAL, (MAR)",MAR-70,2023
36.0,PROVINCIAL,MOVIMIENTO POLITICO FUERZA AMAZONICA,M.P.F.A,2023
37.0,PROVINCIAL,MOVIMIENTO IGUALDAD,SIN SIGLAS,2023
38.0,PROVINCIAL,"MOVIMIENTO DE IDENTIDAD PROVINCIAL, MIP",MIP,2023
39.0,NACIONAL,PARTIDO SOCIALISTA ECUATORIANO,PSE,2023
40.0,CANTONAL,MOVIMIENTO UNIDOS POR TENA,UT,2023
41.0,PROVINCIAL,MOVIMIENTO POLITICO  FRENTE DE LUCHA CIUDADANA,FLC,2023
42.0,NACIONAL,"PARTIDO SOCIEDAD UNIDA MAS ACCION, SUMA",SUMA,2023
43.0,CANTONAL,"MOVIMIENTO AGRARIO DE INTEGRACION SAN MIGUEL, MAIS",MAIS,2023
44.0,CANTONAL,MOVIMIENTO REINVINDICADOR AMAZONICO,M.R.A,2023
45.0,PROVINCIAL,MOVIMIENTO ACCION Y SERVICIO M.A.S.,MAS,2023
46.0,PROVINCIAL,"MOVIMIENTO DE ACCION CIVICA DE HOMBRES Y MUJERES POR EL TRABAJO Y LA EQUIDAD, MACHETE",MIM,2023
47.0,CANTONAL,MOVIMIENTO PODER POPULAR ROCAFUERTE,PP,2023
48.0,CANTONAL,MOVIMIENTO PLAYASENSES AL CAMBIO,PLACA,2023
49.0,CANTONAL,MOVIMIENTO DE INTEGRACION Y UNIDAD MIRENA,MIUM,2023
50.0,CANTONAL,MOVIMIENTO GALAPAGOS PODER CIUDADANO,GAL-PC,2023
51.0,PARROQUIAL,"MOVIMIENTO DE ACCION SOCIAL, MAS",MAS,2023
52.0,CANTONAL,"MOVIMIENTO POLITICO ALTERNATIVO DE TRABAJO INTEGRAL, ATI",A.T.I,2023
53.0,CANTONAL,"MOVIMIENTO DE INTEGRACION POR UN GOBIERNO ALTERNATIVO, MINGA",MINGA,2023
54.0,PARROQUIAL,MOVIMIENTO NUEVOS TALENTOS,N.T,2023
55.0,CANTONAL,MOVIMIENTO CANTONAL DEL PUEBLO,M.C.P,2023
56.0,CANTONAL,MOVIMIENTO POLITICO  INDEPENDIENTE UNIDAD CASCALENA,UC,2023
57.0,CANTONAL,"MOVIMIENTO ACTIVO SALCEDENSE, M.A.S.",M.A.S,2023
58.0,CANTONAL,MOVIMIENTO FUERZA PROGRESISTA,FP,2023
59.0,CANTONAL,MOVIMIENTO FUERZA NOBOLENA LIBRE Y DEMOCRATICA,FNLD,2023
60.0,PROVINCIAL,MOVIMIENTO ORELLANENSE EN ACCION - MOA,MOA,2023
61.0,CANTONAL,MOVIMIENTO POLITICO INDEPENDIENTE DEMOCRACIA POSITIVA,MMIDP,2023
62.0,CANTONAL,MOVIMIENTO CIUDADANO MILAGRENOS RENACEN,SIN SIGLAS,2023
63.0,CANTONAL,MOVIMIENTO FUERZA URCUQUI,(M.I.F.U.),2023
64.0,CANTONAL,MOVIMIENTO YO SOY ECUATORIANO,Y.S.E.,2023
65.0,CANTONAL,"MOVIMIENTO INDEPENDIENTE DE REINTEGRACION ACCION Y DEMOCRACIA, MIRAD",MIRAD,2023
66.0,CANTONAL,"MOVIMIENTO DE INTEGRACION CANTONAL QUINSALOMENO, MICQ",MICQ,2023
67.0,CANTONAL,MOVIMIENTO CIUDADANO CEVALLENSE,MCC,2023
68.0,CANTONAL,MOVIMIENTO RENACE VILLAMIL VENCEREMOS RE.VI.VE.,RE.VI.VE.,2023
69.0,PARROQUIAL,MOVIMIENTO INTEGRACION JUVENTUD,MIJ,2023
70.0,CANTONAL,MOVIMIENTO RENOVACION,RENOVACION,2023
71.0,CANTONAL,MOVIMIENTO POLITICO PAUTE LIBRE,MPPL,2023
72.0,CANTONAL,MOVIMIENTO DE INTEGRACION CANTONAL RENACER,M.I.C.R.,2023
73.0,CANTONAL,MOVIMIENTO UNIDAD HUAQUENA,UH,2023
74.0,CANTONAL,MOVIMIENTO DE CIUDADANOS ACTIVOS,M.C.A,2023
75.0,PARROQUIAL,"MOVIMIENTO GENERACION GUARUMOS, GGM",GGM,2023
76.0,PARROQUIAL,MOVIMIENTO POLITICO DE INTEGRACION Y DIGNIDAD CUMANDA,M.I.D.C.,2023
77.0,CANTONAL,MOVIMIENTO POLITICO CAMBIO Y PROGRESO,MPCP,2023
78.0,CANTONAL,MOVIMIENTO SOCIAL PROVIVIENDA,MSP,2023
79.0,CANTONAL,"MOVIMIENTO CANTONAL PROMESA Y ACCION, MCPA",MCPA,2023
80.0,CANTONAL,"MOVIMIENTO ALTERNATIVO INDEPENDIENTE ZAPOTILLANO, MAIZ",MAIZ,2023
81.0,CANTONAL,MOVIMIENTO REIVINDICACION TRONCALENA,M.R.T.,2023
82.0,CANTONAL,MOVIMIENTO RUMINAHUI EN ACCION,MRA,2023
83.0,CANTONAL,MOVIMIENTO INTEGRACION Y ORIENTACION M.I.O.,M.I.O.,2023
84.0,CANTONAL,MOVIMIENTO RENOVADOR BABAHOYENSE,M.R.B.,2023
85.0,CANTONAL,MOVIMIENTO AL SOCIALISMO,MAS,2023
86.0,CANTONAL,MOVIMIENTO DE INTEGRACION POPULAR,M.I.P.,2023
87.0,CANTONAL,MOVIMIENTO ALIANZA GENERANDO UNION Y ALTERNATIVAS AGUA,A.G.U.A.,2023
88.0,PROVINCIAL,MOVIMIENTO SOCIAL CONSERVADOR DEL CARCHI,MSC,2023
89.0,PROVINCIAL,MOVIMIENTO PARTICIPA DEMOCRACIA RADICAL,SIN SIGLAS,2023
90.0,CANTONAL,MOVIMIENTO GANADERO BABA,MGB,2023
91.0,CANTONAL,MOVIMIENTO CIUDADANO SUPERACION Y CRECIMIENTO SUCRE,SUCRE,2023
92.0,CANTONAL,MOVIMIENTO DE INTEGRACION POPULAR SOCIALISTA,MIPS,2023
93.0,CANTONAL,"MOVIMIENTO DE LA UNIDAD RENOVADORA, M.U.R.",M.U.R,2023
94.0,CANTONAL,"MOVIMIENTO RENOVADOR DE ACCION SOCIAL, MIRAS",M.I.R.A.S.,2023
95.0,CANTONAL,MOVIMIENTO INDEPENDIENTE LIBERTAD,MIL,2023
96.0,CANTONAL,"MOVIMIENTO PRIMERO MI ZAMORA, PRIMIZA",PRIMIZA,2023
97.0,PROVINCIAL,"MOVIMIENTO POLITICO ORGANIZACION PROGRESISTA CIUDADANA, OPCION",OPCION,2023
98.0,CANTONAL,"MOVIMIENTO UNIDAD, PROGRESO Y DEMOCRACIA",UPD,2023
99.0,NACIONAL,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",CREO,2023
100.0,PROVINCIAL,"MOVIMIENTO ALIANZA POPULAR LATINOAMERICANA, APLA",APLA,2023
101.0,NACIONAL,PARTIDO AVANZA,AVANZA,2023
102.0,PROVINCIAL,MOVIMIENTO MADERA DE GUERRERO,M.M.G,2023
103.0,CANTONAL,MOVIMIENTO LUIS RODAS TORAL,SIN SIGLAS,2023
104.0,PROVINCIAL,MOVIMIENTO CIVICO POR AMBATO Y TUNGURAHUA,MCAT,2023
105.0,PROVINCIAL,MOVIMIENTO POLITICO ALIANZA TSACHILA,A-TSA,2023
106.0,PROVINCIAL,MOVIMIENTO PENINSULAR CREYENDO EN NUESTRA GENTE,MPCG,2023
107.0,PROVINCIAL,MOVIMIENTO CONVOCATORIA POR LA UNIDAD PROVINCIAL,SIN SIGLAS,2023
108.0,PROVINCIAL,MOVIMIENTO REENCUENTRO YA,M R Y,2023
109.0,PROVINCIAL,MOVIMIENTO UNIDAD PRIMERO,MUP,2023
110.0,CANTONAL,MOVIMIENTO PUEBLO UNIDO,MOVIPUN,2023
111.0,CANTONAL,MOVIMIENTO ACCION SARAGURENSE,MAS,2023
112.0,CANTONAL,MOVIMIENTO ALTERNATIVA POR EL CAMBIO,M.A.C.,2023
113.0,PROVINCIAL,MOVIMIENTO PROVINCIAL LIDERA CARCHI,LIDERA-CARCHI,2023
114.0,CANTONAL,MOVIMIENTO RENOVACION DEMOCRATICA,RD,2023
115.0,CANTONAL,MOVIMIENTO SOY ISABELENO,MOV-SI,2023
116.0,CANTONAL,MOVIMIENTO CONTIGO,SIN SIGLAS,2023
117.0,NACIONAL,PARTIDO IZQUIERDA DEMOCRATICA,ID,2023
118.0,PROVINCIAL,MOVIMIENTO  POLITICO ANTISUYO USHITO,SIN SIGLAS,2023
119.0,PROVINCIAL,MOVIMIENTO  POLITICO ACUERDO CIUDADANO,AC,2023
120.0,CANTONAL,"MOVIMIENTO SERVICIO CON EQUIDAD Y RESPONSABILIDAD, SER",SER,2023
121.0,CANTONAL,MOVIMIENTO POLITICO DE FUERZA LIBERTARIA,MFL,2023
122.0,PARROQUIAL,MOVIMIENTO DE INTEGRACION I PARTICIPACION TINTENA,M.I.I.P.T,2023
123.0,PROVINCIAL,MOVIMIENTO POLITICO PROVINCIAL CAMBIO,MPPC,2023
124.0,NACIONAL,MOVIMIENTO CENTRO DEMOCRATICO,CD,2023
125.0,PROVINCIAL,"MOVIMIENTO SOCIEDAD INCLUYENTE, ACTIVA, RESPONSABLE E INNOVADORA (SI ARI)",SI ARI,2023
126.0,CANTONAL,MOVIMIENTO UNIDOS VENCEREMOS (MUVE),M.U.V.E,2023
127.0,PROVINCIAL,"MOVIMIENTO  SOLIDEZ, ESPERANZA Y RESPETO SER",SER,2023
128.0,CANTONAL,MOVIMIENTO SOMOS,SOMOS,2023
129.0,CANTONAL,MOVIMIENTO SOLIDARIDAD Y TRABAJO,MST,2023
130.0,PROVINCIAL,MOVIMIENTO VICTORIA,V,2023
131.0,CANTONAL,MOVIMIENTO POLITICO LIDER LIBERTAD DEMOCRACIA Y REFUNDACION,LIDER,2023
132.0,CANTONAL,(MARM) MOVIMIENTO DE ACCION PARA LA RECONSTRUCCION MUISNENA,MARM,2023
133.0,CANTONAL,"MOVIMIENTO ALIANZA REVOLUCIONARIA SALITRENA, MARS",MARS,2023
134.0,CANTONAL,MOVIMIENTO CONCORDIA UNIDA,MCU,2023
135.0,CANTONAL,MOVIMIENTO X MI SANTA CRUZ,XMSC,2023
136.0,CANTONAL,MOVIMIENTO FUERZA ACTIVA DE INTEGRACION CIUDADANA -  FADIC,FADIC,2023
137.0,PARROQUIAL,MOVIMIENTO FUERZA INNOVADORA PARROQUIAL,FIP,2023
138.0,PARROQUIAL,MOVIMIENTO JUNTOS POR EL DESARROLLO DE MOLLETURO,M.P.J.P.D.M.,2023
139.0,PROVINCIAL,MOVIMIENTO POLITICO PROVINCIAL SOMOS,SOMOS,2023
140.0,CANTONAL,MOVIMIENTO MEJOR CIUDAD,SIN SIGLAS,2023
141.0,PROVINCIAL,MOVIMIENTO AHORA,AHORA,2023
142.0,CANTONAL,"MOVIMIENTO INTEGRADOR RENACE, MIR",MIR,2023
143.0,CANTONAL,MOVIMIENTO IGUALDAD ZAPOTILLO (MIZ),MIZ,2023
144.0,PROVINCIAL,"MOVIMIENTO INCLUYENTE, FRENTE POLITICO PROVINCIAL",INCLUYENTE,2023
145.0,PARROQUIAL,MOVIMIENTO MOLLETURO PRIMERO,(MP),2023
146.0,PARROQUIAL,MOVIMIENTO FRENTE AMPLIO DE CAMBIO Y EQUIDAD,FACE,2023
147.0,PROVINCIAL,"MOVIMIENTO SUR UNIDO REGIONAL, S.U.R.",SUR,2023
148.0,CANTONAL,MOVIMIENTO JUNTOS,JUNTOS,2023
149.0,PROVINCIAL,MOVIMIENTO TODOS,TODOS,2023
150.0,CANTONAL,"MOVIMIENTO REVOLUCIONARIO TRIUNFENSE, (MRT)",MRT,2023
151.0,PROVINCIAL,"MOVIMIENTO POLITICO INTEGRACION, PROGRESO Y CAMBIO MIPC",MIPC,2023
152.0,CANTONAL,"MOVIMIENTO AGRARIO CHILLANENSE, MACH",MACH,2023
153.0,CANTONAL,MOVIMIENTO UNIR,UNIR,2023
154.0,CANTONAL,MOVIMIENTO JUNIDOS,JUNIDOS,2023
155.0,PARROQUIAL,MOVIMIENTO INCLUSION RICAURTENSE (MIR),MIR,2023
156.0,PROVINCIAL,MOVIMIENTO SI PODEMOS,MIPM,2023
157.0,NACIONAL,MOVIMIENTO DEMOCRACIA SI,DSI,2023
